id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,4.39554560216493e-06,1.005106241791509e-06,3.4406258464514394e-07,1.768032475979453e-08,0.00014308211393654346,5.899136112930137e-07,0.0001405213406542316,1.255410461453721e-05,5.970439787006399e-08,0.007117919623851776,0.06998050212860107,0.4721001088619232,0.0004764451296068728,0.42238330841064453,0.0016922028735280037,8.108492693281732e-06,1.8659735587789328e-06,2.750837211351609e-07,6.628548590015271e-07,5.420465640781913e-06,3.0009048259671545e-06,2.7858188786922256e-06,1.190322791444487e-06,0.011512555181980133,0.004543195478618145,1.7946052821571357e-06,4.846306183026172e-06,9.95761517685878e-09,1.5537012814093032e-06,9.640648102049454e-08,3.742556873476133e-05,0.0003755640354938805,8.529180195182562e-05,4.0752447603154e-06,1.741885716910474e-05,1.2155547324255167e-07,0.0008268285309895873,0.0006636359030380845,0.0001423407520633191,1.8311209714738652e-05,7.080534913939118e-08,1.4487547161934344e-07,0.0009448028868064284,9.020422294270247e-05,3.519619713188149e-05,0.0013467982644215226,1.2414510820235591e-05,1.57149457891137e-07,4.367356268630829e-06,3.7274246551532997e-06,3.8823728232273425e-08,0.0007158775115385652,0.00017991142522078007,3.5154175748175476e-06,5.159306965651922e-06,1.0933187866157823e-07,2.2051672203815542e-05,3.0699012221191424e-09,0.004315168131142855,5.739335847465554e-06,3.105074483755743e-06
3126,0.0005765532841905951,2.766331635939423e-05,5.300156772136688e-05,0.001959057990461588,5.176046397536993e-05,0.0005458228406496346,6.400153324648272e-06,7.573177572339773e-05,3.841904344881186e-06,2.186251549574081e-05,1.0203823876508977e-05,6.470440894190688e-07,6.671295693649881e-08,1.219125124407583e-06,1.6825185866764514e-06,0.0002643537591211498,8.169426109816413e-06,1.423647154297214e-05,1.67773432622198e-05,3.8020298234187067e-06,2.0328170649008825e-05,0.00014721890329383314,0.0034549455158412457,0.0001403766800649464,8.486577826261055e-06,0.00019080746278632432,0.9865368008613586,0.00011011223250534385,3.641692813971531e-08,1.1402378419234083e-07,0.00011525997251737863,4.126667590753641e-06,0.00023231538943946362,0.00033541774610057473,1.0841537914529908e-05,0.00041648984188213944,0.00016302618314512074,3.5291388940095203e-06,3.150341171931359e-06,7.636693766244207e-08,0.00040295301005244255,0.00036000279942527413,1.0196679795626551e-05,9.181593668472487e-06,8.909231041798193e-07,1.9107264961348847e-06,1.0178495358559303e-05,3.355664011905901e-05,0.00017869670409709215,0.002073931973427534,0.0007157865911722183,6.616121936531272e-06,6.41555644165237e-08,0.00010050946002593264,0.0002985222090501338,9.48663946473971e-05,1.273017824132694e-05,0.0001075204781955108,3.3672854442556854e-06,2.5347626433358528e-05,1.6828922525746748e-05
3127,0.0006722955731675029,0.026267871260643005,4.571441422740463e-06,2.903763743233867e-06,3.1323652365244925e-05,0.0003466806374490261,0.0349237397313118,0.00014931129408068955,2.0004390535177663e-05,0.000369102053809911,0.001338043948635459,0.00039829284651204944,5.6493805459467694e-05,0.004395702388137579,0.013940446078777313,0.0008687612717039883,0.00017274495621677488,0.00045979913556948304,2.301811400684528e-05,0.0002904742141254246,0.0003732720506377518,8.402640378335491e-05,1.0855986687374752e-07,0.00024998962180688977,0.00046491879038512707,0.00031541084172204137,0.0009001785656437278,5.8853667724179104e-05,3.367012686794624e-05,0.03219153732061386,9.683128155302256e-06,2.033423152170144e-05,0.0035177837125957012,0.014311172068119049,0.000762599054723978,1.0382913387729786e-05,0.0014537284150719643,0.08734466135501862,0.008290727622807026,0.0001459408667869866,0.0003829251800198108,0.00012351501209195703,0.028401151299476624,0.2311379462480545,0.011609921231865883,0.47298139333724976,0.0009531206451356411,0.0007486225804314017,0.0018296126509085298,0.0024914166424423456,7.356184141826816e-07,9.111999679589644e-05,2.3482167307520285e-05,1.18539969662379e-06,0.0009130158578045666,8.107525673040072e-07,0.0019157249480485916,6.510399686021628e-08,0.0003573656140360981,0.0072013624012470245,0.003564972896128893
3128,0.000444401812274009,9.200376553053502e-06,9.982874325942248e-05,0.0002026598376687616,5.966679509583628e-06,4.7261280997190624e-05,4.240779617248336e-06,0.00014145337627269328,0.001050581457093358,1.879097726487089e-05,0.0002445121353957802,7.195385114755481e-05,3.480274926914717e-06,2.057022811641218e-06,2.4877890609786846e-05,0.00028285366715863347,3.2790697446216654e-07,3.5497062071954133e-06,2.1825469502800843e-06,1.598717631168256e-06,3.212181127310032e-06,6.472810491686687e-05,3.767232192330994e-05,8.072516357060522e-05,0.00016046057862695307,8.068336683209054e-06,0.9774850010871887,1.2359201718936674e-05,1.6001431504264474e-05,2.1194711735006422e-05,3.146528251818381e-05,2.3515153770858888e-06,0.002586117247119546,1.0622380614222493e-05,2.2133373931865208e-05,3.3967004128498957e-05,0.0002424678095849231,1.0561901717665023e-06,5.2376941312104464e-05,9.614966529625235e-07,7.052823548292508e-06,4.6949357965786476e-06,1.3918841432314366e-05,2.4350680178031325e-05,1.5163580428634305e-05,2.2126307158032432e-05,7.816575816832483e-06,3.8187172322068363e-05,0.002224833006039262,0.0061016078107059,0.0008398696081712842,0.00014897786604706198,9.851967661234085e-06,2.031351687037386e-05,2.5583820388419554e-05,3.7677866203011945e-05,1.84821749371622e-06,3.8329621020238847e-05,1.4749237379874103e-05,3.2224986625806196e-06,0.0068649956956505775
3129,0.0018110601231455803,2.70364780590171e-05,1.5991520285751903e-06,0.0005231936229392886,0.0004356049466878176,3.635793473222293e-05,9.546839692120557e-07,3.371224011061713e-06,1.444059034838574e-05,4.042846194352023e-05,2.42378100665519e-05,6.675768872810295e-06,8.358063610103272e-07,4.5214696342554817e-07,2.4543676772736944e-05,0.0004665540182031691,9.037329618877266e-06,1.2008396879537031e-05,0.00013591974857263267,2.1913356249569915e-06,4.35440915680374e-06,7.5733541962108575e-06,0.0001892099971882999,1.0802256838360336e-05,0.0001426576782250777,2.407602187304292e-05,0.9860106706619263,5.467299502015521e-07,4.30900996661876e-07,6.720637202306534e-07,1.9832037651212886e-05,3.0261917345342226e-06,0.000400756107410416,0.0001812919945223257,0.0004193481581751257,1.5140367395360954e-05,1.4918470697011799e-05,2.577658051450271e-07,2.068980029434897e-05,1.9177564354322385e-06,9.711699249237427e-07,6.547079919982934e-06,3.97778712795116e-05,3.0805003916611895e-05,7.696640835774815e-08,5.184464271223987e-07,1.5306806744774804e-05,2.5335671125503723e-06,0.00044916808838024735,0.0007765404880046844,0.0004753325483761728,9.975125976779964e-06,8.568231351091526e-07,1.4327835742733441e-05,2.2816418550064554e-06,4.715524937637383e-06,1.3098872386763105e-06,0.0013833686243742704,5.5389886256307364e-05,2.613219976410619e-06,0.005682868883013725
3130,0.0026785603258758783,0.00010266566823702306,6.082674190110993e-06,0.0007056994363665581,3.8999605749268085e-06,5.80229279876221e-05,4.134049595450051e-05,2.744583980529569e-05,1.5166197044891305e-05,2.5301411369582638e-05,1.7298323655268177e-05,1.0561676617726334e-06,1.2903989272672334e-06,1.234730575561116e-07,1.8121980247087777e-05,0.00019274238729849458,2.141594904969679e-06,6.847001259302488e-06,1.272066015189921e-06,1.0698611276893644e-06,5.224477490628487e-07,6.15023382124491e-05,8.235921995947137e-06,4.785505097970599e-06,3.057399226236157e-05,4.382824954518583e-06,0.9789602160453796,3.7068366509629413e-05,1.1959593848587247e-06,3.317169830552302e-05,4.2135150579269975e-05,5.799579867016291e-06,0.0007208279566839337,0.0005050852778367698,0.00011144081508973613,6.1521575844381e-05,7.91252386989072e-05,1.1036843261535978e-06,8.073016215348616e-05,2.259780103486264e-06,6.59981287753908e-06,1.8645361706148833e-05,7.152420494094258e-06,1.2072907338733785e-05,7.604285201523453e-07,2.4687144559720764e-06,2.2272188289207406e-06,0.00045157643035054207,0.0038926415145397186,0.006267531309276819,0.0011154217645525932,4.086025001015514e-06,1.1743674122044467e-06,3.9045476114552e-06,8.439994417130947e-05,1.4341804899231647e-06,3.113971615675837e-06,9.523654625809286e-06,7.792327778588515e-06,3.459980462139356e-06,0.0034461920149624348
3131,0.0031606703996658325,0.00041000539204105735,0.00011715404980350286,0.011281846091151237,0.00019343940948601812,6.992447015363723e-05,1.8222057178718387e-06,0.00024771972675807774,6.622971795877675e-06,1.4914029634383041e-05,1.083221741282614e-05,3.000385504492442e-06,2.330702102426585e-07,3.044907771254657e-06,5.667442337653483e-07,0.0003613829903770238,0.0017701396718621254,8.468936721328646e-05,0.00024044413294177502,1.3470393241732381e-05,3.8445191421487834e-06,1.1361268661858048e-05,0.029056021943688393,7.260935672093183e-05,0.0004118504002690315,5.286374289426021e-05,0.7630693316459656,3.646018012659624e-05,2.2670139543379264e-08,2.4012592803046573e-06,0.00027279561618342996,2.68379517365247e-05,0.00026728265220299363,0.0014926973963156343,0.007259629666805267,7.514456228818744e-05,7.329986601689598e-06,3.385023319424363e-06,2.178555223508738e-05,1.6493044086018926e-07,0.00029995274962857366,0.0008403913234360516,0.0004373295232653618,2.7279957066639327e-05,4.734046683552151e-07,2.0370441689010477e-06,3.9271424611797556e-05,5.61825754630263e-06,0.00017241878958884627,0.00030089166830293834,0.004447764251381159,4.654853000829462e-06,9.911342147006508e-08,0.0001661373971728608,1.4796493815083522e-05,2.062590283458121e-05,1.2996411896892823e-05,0.17231068015098572,5.858291478944011e-05,7.763557732687332e-06,0.000694399350322783
3132,5.4914067732170224e-05,0.01522285956889391,7.191643902615397e-08,3.202676452929154e-06,3.247033600928262e-05,1.2147424968134146e-06,6.544100415339926e-06,1.546102066640742e-05,9.564464420463992e-08,6.5925278249778785e-06,1.4928176028661255e-07,1.8421269487589598e-06,1.701003427001524e-08,1.0267316611134447e-05,1.9674279982950793e-08,6.208018021425232e-06,0.960475742816925,0.00035623490111902356,2.0766392481164075e-05,2.050811872322811e-06,1.1057572635309043e-07,2.2980213287837614e-08,1.1059617463615723e-05,1.2342728723524488e-06,1.1779837223002687e-05,6.496798505395418e-06,0.0005490496987476945,1.3129851140547544e-05,5.144312198446244e-10,8.66437258082442e-05,0.00016958748165052384,6.145207407826092e-06,4.407586857269052e-06,0.01510677020996809,0.0060843294486403465,5.809332606077078e-07,4.7536481417864707e-08,0.00038178416434675455,3.5818175092572346e-06,2.0314496751439037e-08,0.0006260318332351744,0.0001603829296072945,0.00017120136180892587,8.58300245454302e-06,7.857537411837257e-07,5.607774437521584e-05,1.3848836715624202e-05,2.9238485694804695e-06,4.983977305528242e-06,8.427568900515325e-07,9.082656902137387e-07,6.32637622288712e-08,3.3655411790789458e-09,7.912036608104245e-07,6.398491677828133e-06,1.2620032130428172e-08,0.0001233998773386702,9.946698264684528e-05,3.59661498805508e-06,2.9830767743987963e-05,3.626224133768119e-05
3133,2.688869358280499e-07,3.436051372318616e-07,6.743530320818536e-07,3.5642750617626007e-07,2.3036013772070874e-06,1.5120314174055238e-06,1.8331848039565557e-08,2.028594281000551e-05,0.9612044095993042,6.556397380563794e-08,3.003471101692412e-05,0.00033579597948119044,7.540137403339031e-07,9.211659346419765e-08,3.4673453228606377e-06,4.827116572414525e-05,1.6814581949020635e-09,3.3325661661365302e-06,5.216326712798036e-07,5.047834861215961e-07,2.472128244335181e-06,1.2053851605742238e-05,8.795085193469276e-08,1.6041725530158146e-06,1.9157137103320565e-06,2.361916813242715e-06,0.01282067596912384,2.1468363797794154e-07,0.018381327390670776,5.947808313067071e-05,6.943247171875555e-06,3.2663152182976773e-08,0.0007604787242598832,4.375078077600847e-08,2.0677912004885002e-07,3.4074771519954083e-06,1.3651518202095758e-05,5.176211459456681e-09,2.6060845925712783e-07,1.2985417924937792e-05,3.9694356246400275e-07,7.412985780774761e-08,1.7657079354194138e-07,3.734630354301771e-06,3.432641824474558e-05,4.2732066503958777e-05,1.2392791177262552e-05,1.8040998384094564e-06,0.0017652135575190187,0.0009625646052882075,0.00017331718117929995,0.00011150250065838918,2.8432364160835277e-06,5.767488460151071e-07,1.2980895007785875e-06,1.4032978015166009e-06,6.141466712961119e-08,7.903033605316523e-08,1.526058639456096e-07,2.827903244906338e-06,0.0031491953413933516
3134,0.0003056020650546998,0.0007219427498057485,3.234823111597507e-07,6.994356027689719e-08,8.720594246725e-10,1.497968753483292e-07,0.280936598777771,1.3880439837521408e-06,4.335472425509579e-08,8.889748642104678e-06,3.562413439794909e-07,5.3730293103626536e-08,6.444032862873428e-08,3.004242330462148e-07,3.0934195365261985e-06,1.8327031625631207e-07,1.0735153921359597e-07,6.367407081597776e-07,1.1204883548776579e-10,4.680455134575823e-08,1.23869128287879e-08,0.0002552777878008783,3.7665537355735523e-10,5.506855060843918e-08,2.634886797636682e-08,6.226749604820725e-08,1.57894774019951e-05,0.006684355437755585,1.3678103982783796e-07,2.976787436637096e-05,1.3230504009698052e-05,1.2363659607217414e-06,5.478343609865988e-06,3.0097467970335856e-05,5.828376714589467e-08,5.774267719971249e-06,4.861673369305208e-05,0.002101820195093751,3.1931678677210584e-05,4.046341075536475e-07,4.06443035672055e-07,1.2996584075608553e-07,2.661752773747139e-07,2.3854986466176342e-06,5.805303544548224e-07,2.0823032173211686e-05,1.4405685533347423e-07,0.7083812355995178,8.11235440778546e-05,7.533263124059886e-05,1.2351804912213993e-07,2.4449838065265794e-07,3.694727368497297e-08,7.575793148362209e-08,0.00022675546642858535,9.248802612660256e-09,3.6452543099585455e-06,2.03693030324803e-12,1.4312954377260212e-08,2.496812157914974e-06,1.9673348106152844e-07
